,EDAD,AVG_DH,MINUTES_DH,EXPERIENCIA,GENERO,TRACK_DH,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,DIAS_EMP
8239,34.0,4.2,4838.1,,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,85.0
5946,,4.2,,19.9,MASCULINO,PROGRAMACION,,UNIVERSITARY,DEVELOPMENT,88.0
2735,39.0,3.2,4299.9,25.0,MASCULINO,EJECUTIVO,MEXICO,UNIVERSITARY,ENGINEERING,89.0
8093,34.0,4.0,,15.1,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,89.0
6853,45.0,2.8,3165.9,29.8,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,ENGINEERING,92.0
4078,46.0,3.7,,31.0,MASCULINO,DATA,,,ENGINEERING,92.0
991,30.0,3.4,4597.0,,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,84.0
8154,40.0,3.6,,24.3,MASCULINO,EJECUTIVO,BRAZIL,POST_GRADUATE,BUSINESS,94.0
8484,32.0,,4800.4,12.0,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,94.0
3920,30.0,3.9,4626.3,10.3,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,86.0
8688,31.0,3.5,4624.8,11.2,MASCULINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,86.0
7424,,2.6,,20.8,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,91.0
4809,,3.4,4551.9,18.9,MASCULINO,DATA,ARGENTINA,,ENGINEERING,87.0
7510,27.0,3.9,,5.5,,DATA,,TERTIARY,DEVELOPMENT,90.0
3898,42.0,3.8,4743.2,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,92.0
387,,3.0,3941.3,18.1,MASCULINO,PROGRAMACION,ARGENTINA,,ENGINEERING,88.0
4076,32.0,2.8,3196.2,12.1,MASCULINO,EJECUTIVO,BRAZIL,UNIVERSITARY,ENGINEERING,88.0
4564,34.0,3.8,4618.5,15.7,FEMENINO,MARKETING,,,ENGINEERING,96.0
8251,31.0,3.2,,,FEMENINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,97.0
6820,37.0,2.7,,21.3,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,MARKETING,99.0
4359,43.0,3.5,4557.2,30.0,MASCULINO,DATA,ARGENTINA,TERTIARY,,96.0
5728,,3.7,4719.3,26.6,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,100.0
5369,36.0,4.2,4873.2,,MASCULINO,,ARGENTINA,POST_GRADUATE,ENGINEERING,89.0
5816,35.0,3.6,4543.9,17.9,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,87.0
4131,,3.2,4282.5,13.0,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,84.0
6288,40.0,3.9,4728.7,25.9,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,COMMERCIAL,89.0
8259,,3.3,,10.4,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,84.0
7237,38.0,3.3,4474.0,21.1,MASCULINO,DATA,MEXICO,POST_GRADUATE,,86.0
1371,34.0,3.3,4343.6,15.5,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,MARKETING,89.0
3401,39.0,3.4,4564.8,24.2,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,93.0
4702,37.0,,,20.0,MASCULINO,PROGRAMACION,,TERTIARY,COMMERCIAL,93.0
7837,,,4384.5,13.6,MASCULINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,85.0
8734,25.0,3.5,4567.7,2.8,MASCULINO,DATA,,TERTIARY,ENGINEERING,87.0
4688,35.0,,3789.6,,FEMENINO,DATA,ARGENTINA,,DEVELOPMENT,98.0
5267,38.0,3.3,4442.8,,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,ENGINEERING,86.0
5195,31.0,3.3,4479.7,9.9,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,ENGINEERING,83.0
4753,30.0,3.1,4027.6,8.6,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,84.0
971,34.0,3.0,3931.4,16.7,,DATA,ARGENTINA,UNIVERSITARY,,85.0
1887,,3.3,,27.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,93.0
2889,22.0,,4643.3,2.4,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,81.0
3522,28.0,3.6,4733.6,6.6,MASCULINO,PROGRAMACION,,TERTIARY,,86.0
5438,33.0,3.3,4432.5,15.8,MASCULINO,,ARGENTINA,TERTIARY,ENGINEERING,84.0
7147,35.0,4.0,4706.1,,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,87.0
1541,32.0,3.1,4192.6,13.5,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
3222,,3.9,4691.7,17.2,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
6439,29.0,,4687.5,8.7,MASCULINO,DATA,BRAZIL,POST_GRADUATE,ENGINEERING,84.0
1482,37.0,3.5,4626.9,22.7,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,91.0
1336,36.0,3.5,4692.5,19.1,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
6017,27.0,4.0,,4.9,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
4906,34.0,,2964.0,16.2,MASCULINO,MARKETING,MEXICO,TERTIARY,ENGINEERING,90.0
4739,,3.6,4639.4,11.8,MASCULINO,PROGRAMACION,,,COMMERCIAL,86.0
3012,25.0,,4379.2,4.5,MASCULINO,DATA,BRAZIL,UNIVERSITARY,,86.0
2555,37.0,,,20.0,MASCULINO,,MEXICO,UNIVERSITARY,ENGINEERING,87.0
6097,25.0,4.1,4803.7,2.1,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,82.0
6331,33.0,3.8,4579.0,,,DATA,BRAZIL,,ENGINEERING,82.0
6835,32.0,3.4,4544.2,13.0,FEMENINO,MARKETING,ARGENTINA,TERTIARY,ENGINEERING,98.0
5156,37.0,3.5,4594.5,20.2,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,88.0
2074,30.0,2.4,1817.9,11.3,FEMENINO,,MEXICO,UNIVERSITARY,ENGINEERING,96.0
1086,29.0,2.8,3305.5,9.1,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,86.0
1267,29.0,4.3,5175.7,7.7,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
7801,35.0,3.7,4579.3,17.0,FEMENINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,99.0
1794,32.0,,4462.7,13.0,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
277,38.0,3.6,4668.7,21.7,,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,88.0
3905,33.0,3.7,4669.1,14.5,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,DEVELOPMENT,88.0
2151,37.0,4.4,5380.0,20.2,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
3529,34.0,3.4,4512.8,,MASCULINO,PROGRAMACION,BRAZIL,,ENGINEERING,85.0
3958,41.0,3.3,4443.9,26.2,MASCULINO,DATA,MEXICO,UNIVERSITARY,DEVELOPMENT,95.0
1385,25.0,3.2,4386.3,3.3,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,84.0
1950,,3.4,4640.1,25.9,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
937,23.0,4.0,,2.8,MASCULINO,PROGRAMACION,ARGENTINA,,ENGINEERING,84.0
7205,28.0,3.9,4621.9,6.9,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,85.0
2404,28.0,,5031.1,6.2,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,96.0
6335,,,1689.6,17.3,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,BUSINESS,93.0
1293,32.0,3.6,4556.8,13.4,FEMENINO,DATA,BRAZIL,UNIVERSITARY,,94.0
6631,31.0,3.8,4758.6,11.4,FEMENINO,DATA,BRAZIL,TERTIARY,MARKETING,101.0
4558,,,4529.0,,MASCULINO,DATA,MEXICO,UNIVERSITARY,COMMERCIAL,83.0
7346,30.0,,4497.9,10.1,MASCULINO,,MEXICO,UNIVERSITARY,ENGINEERING,81.0
7337,24.0,3.1,4067.2,1.0,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
2198,33.0,,4137.9,16.1,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,86.0
3330,35.0,3.3,,17.3,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,88.0
368,44.0,3.4,4531.2,28.5,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,94.0
7654,35.0,3.1,4086.1,17.8,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,DEVELOPMENT,99.0
8356,,3.7,4581.6,4.6,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,COMMERCIAL,84.0
6933,36.0,,4667.2,20.6,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
6618,30.0,3.1,4070.5,8.1,MASCULINO,EJECUTIVO,,,,86.0
2538,,3.6,4560.4,22.6,,DATA,,TERTIARY,DEVELOPMENT,92.0
8755,35.0,3.0,3925.0,18.9,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
6504,39.0,3.4,4590.9,23.6,MASCULINO,MARKETING,ARGENTINA,TERTIARY,ENGINEERING,90.0
7811,32.0,3.2,,,MASCULINO,MARKETING,,POST_GRADUATE,ENGINEERING,85.0
3142,36.0,4.2,4859.0,19.8,FEMENINO,EJECUTIVO,ARGENTINA,TERTIARY,ENGINEERING,101.0
4952,37.0,3.4,4443.0,20.4,MASCULINO,EJECUTIVO,ARGENTINA,POST_GRADUATE,ENGINEERING,88.0
7536,33.0,3.6,4650.2,13.9,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
2308,35.0,4.3,5023.3,18.5,MASCULINO,DATA,BRAZIL,,ENGINEERING,87.0
3821,,,2945.4,16.1,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,96.0
8931,35.0,3.6,,18.1,MASCULINO,PROGRAMACION,,UNIVERSITARY,ENGINEERING,87.0
1533,41.0,3.6,4585.8,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,89.0
7263,33.0,3.7,,15.3,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,84.0
2246,38.0,4.0,4695.8,21.7,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,92.0
2277,,3.7,4588.5,22.3,MASCULINO,,,TERTIARY,ENGINEERING,90.0
4136,40.0,3.4,4574.0,23.8,FEMENINO,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,101.0
6931,38.0,3.3,4405.3,23.3,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
5771,,3.6,,27.1,,MARKETING,MEXICO,TERTIARY,COMMERCIAL,96.0
7461,38.0,4.3,5072.9,,MASCULINO,PROGRAMACION,ARGENTINA,,COMMERCIAL,87.0
7990,,3.3,4350.0,15.6,MASCULINO,,ARGENTINA,,,84.0
8835,42.0,3.2,4293.0,26.3,,DATA,BRAZIL,UNIVERSITARY,DEVELOPMENT,93.0
1698,32.0,3.5,4537.8,12.6,FEMENINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
7711,36.0,3.2,4354.1,18.8,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,96.0
6106,,,4493.2,3.7,FEMENINO,DATA,ARGENTINA,,ENGINEERING,94.0
3896,32.0,3.5,4694.1,13.6,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,COMMERCIAL,87.0
3739,,3.1,4091.2,13.7,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,97.0
4471,29.0,3.4,4491.3,9.7,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,,99.0
4085,,3.3,4451.5,19.4,FEMENINO,EJECUTIVO,MEXICO,UNIVERSITARY,ENGINEERING,97.0
5014,25.0,3.0,,,,DATA,BRAZIL,TERTIARY,ENGINEERING,94.0
5219,,3.8,,10.6,MASCULINO,,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
6928,36.0,3.3,4456.1,,MASCULINO,DATA,,POST_GRADUATE,COMMERCIAL,86.0
1838,40.0,2.9,3652.1,25.5,MASCULINO,DATA,ARGENTINA,TERTIARY,,94.0
3057,35.0,4.1,4849.5,17.6,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,ENGINEERING,86.0
4375,36.0,,,18.7,,,MEXICO,UNIVERSITARY,ENGINEERING,90.0
4496,31.0,4.3,5021.4,11.4,MASCULINO,DATA,BRAZIL,POST_GRADUATE,,84.0
6395,33.0,3.4,4581.9,15.7,,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,87.0
6610,23.0,,4666.3,1.0,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
4066,33.0,,4388.5,14.4,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,COMMERCIAL,85.0
5070,40.0,3.7,4557.0,25.3,MASCULINO,PROGRAMACION,MEXICO,TERTIARY,ENGINEERING,90.0
4981,,4.3,5181.5,16.3,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,87.0
8306,,4.0,4754.5,5.1,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,95.0
4400,25.0,3.3,,4.0,FEMENINO,,BRAZIL,UNIVERSITARY,,92.0
7375,31.0,3.2,4373.0,11.1,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,95.0
8934,34.0,2.8,3211.6,15.4,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,95.0
4624,38.0,3.2,4311.6,,MASCULINO,,ARGENTINA,TERTIARY,COMMERCIAL,93.0
7008,30.0,3.2,4227.8,10.4,MASCULINO,PROGRAMACION,ARGENTINA,POST_GRADUATE,COMMERCIAL,86.0
1045,36.0,,,19.3,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
8925,44.0,3.2,4218.0,,MASCULINO,,ARGENTINA,,ENGINEERING,93.0
117,36.0,3.7,4677.8,19.1,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,88.0
786,37.0,4.1,4901.4,21.3,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,90.0
3998,,3.9,,22.9,MASCULINO,DATA,BRAZIL,,ENGINEERING,88.0
5282,41.0,3.9,4625.8,26.2,MASCULINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,93.0
5905,26.0,3.4,4530.3,,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,94.0
7002,40.0,3.8,4666.8,,MASCULINO,PROGRAMACION,BRAZIL,,,93.0
3852,42.0,,,25.6,FEMENINO,DATA,,UNIVERSITARY,DEVELOPMENT,101.0
6674,35.0,3.6,,19.4,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,,86.0
2680,31.0,4.1,,10.0,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,BUSINESS,88.0
6603,32.0,3.7,4647.8,13.2,MASCULINO,DATA,ARGENTINA,TERTIARY,COMMERCIAL,87.0
4792,35.0,,4772.8,17.2,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,87.0
1468,28.0,2.9,3665.0,6.7,,MARKETING,ARGENTINA,UNIVERSITARY,COMMERCIAL,85.0
4468,35.0,3.2,4265.0,19.4,MASCULINO,DATA,BRAZIL,,COMMERCIAL,88.0
3093,21.0,,4467.9,0.4,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
8933,27.0,3.5,4625.0,6.6,MASCULINO,MARKETING,MEXICO,UNIVERSITARY,ENGINEERING,83.0
8569,,3.2,,,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,98.0
1362,27.0,3.7,4642.4,7.2,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
5343,27.0,,4557.9,6.4,,DATA,ARGENTINA,,COMMERCIAL,85.0
3413,33.0,3.3,4535.6,13.7,,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,86.0
7179,42.0,3.1,4038.4,26.5,,DATA,BRAZIL,POST_GRADUATE,COMMERCIAL,92.0
7530,,2.9,3504.2,5.0,MASCULINO,DATA,ARGENTINA,,DEVELOPMENT,84.0
188,29.0,,3519.0,,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,85.0
7822,38.0,3.6,4649.8,23.4,,DATA,ARGENTINA,UNIVERSITARY,,87.0
5755,33.0,,4702.5,16.3,FEMENINO,PROGRAMACION,MEXICO,UNIVERSITARY,DEVELOPMENT,97.0
2687,,,4649.9,1.4,FEMENINO,PROGRAMACION,ARGENTINA,TERTIARY,DEVELOPMENT,98.0
5698,34.0,3.4,4521.7,16.1,,,ARGENTINA,,ENGINEERING,96.0
4665,33.0,2.9,3581.4,14.2,MASCULINO,,BRAZIL,UNIVERSITARY,DEVELOPMENT,87.0
6859,27.0,,4737.4,6.0,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,83.0
7269,29.0,3.6,4705.1,7.7,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
720,,4.1,,4.0,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,95.0
6960,31.0,4.3,5081.1,11.1,FEMENINO,MARKETING,ARGENTINA,TERTIARY,COMMERCIAL,96.0
7495,30.0,3.9,4667.6,11.8,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,,86.0
4864,33.0,3.7,4591.2,14.8,,PROGRAMACION,ARGENTINA,TERTIARY,COMMERCIAL,101.0
6978,42.0,3.7,4588.4,27.5,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
8975,,3.5,4661.1,13.2,,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,95.0
5093,27.0,3.8,4643.5,5.2,FEMENINO,DATA,,UNIVERSITARY,ENGINEERING,95.0
1039,25.0,3.2,4361.0,2.0,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,,83.0
860,41.0,3.5,4621.9,27.2,MASCULINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
6473,42.0,2.8,,27.1,FEMENINO,DATA,ARGENTINA,UNIVERSITARY,COMMERCIAL,101.0
580,35.0,3.9,,18.1,MASCULINO,EJECUTIVO,ARGENTINA,TERTIARY,ENGINEERING,90.0
5536,35.0,3.8,4609.4,17.8,MASCULINO,DATA,BRAZIL,,,90.0
1931,31.0,,4507.9,12.8,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,DEVELOPMENT,88.0
4369,34.0,,4646.0,16.0,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,85.0
3586,39.0,3.1,4077.7,24.4,,PROGRAMACION,ARGENTINA,UNIVERSITARY,COMMERCIAL,91.0
7961,36.0,3.3,,,FEMENINO,DATA,MEXICO,POST_GRADUATE,COMMERCIAL,97.0
2414,34.0,2.7,2923.6,17.6,MASCULINO,DATA,,TERTIARY,ENGINEERING,88.0
8429,43.0,3.6,4666.3,,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,93.0
8942,,3.5,4579.8,10.8,MASCULINO,DATA,,UNIVERSITARY,COMMERCIAL,84.0
305,40.0,3.8,,24.8,,DATA,ARGENTINA,UNIVERSITARY,ENGINEERING,91.0
1748,30.0,3.5,4573.8,10.0,FEMENINO,PROGRAMACION,ARGENTINA,,ENGINEERING,91.0
6792,38.0,3.8,,23.7,FEMENINO,MARKETING,MEXICO,TERTIARY,COMMERCIAL,102.0
8534,29.0,3.3,4445.8,8.8,,,,UNIVERSITARY,COMMERCIAL,84.0
1528,26.0,,4989.8,3.4,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,85.0
6349,33.0,3.5,4605.8,14.5,MASCULINO,,,UNIVERSITARY,DEVELOPMENT,88.0
1090,30.0,,4732.1,9.0,MASCULINO,PROGRAMACION,BRAZIL,UNIVERSITARY,DEVELOPMENT,85.0
6736,44.0,3.3,,29.3,,DATA,ARGENTINA,TERTIARY,ENGINEERING,94.0
1418,,4.2,4932.1,28.1,MASCULINO,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,92.0
4113,36.0,3.3,4482.1,19.2,MASCULINO,,,TERTIARY,ENGINEERING,91.0
946,37.0,,2892.4,,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,,101.0
1466,41.0,3.3,,27.1,MASCULINO,PROGRAMACION,BRAZIL,TERTIARY,ENGINEERING,93.0
1012,39.0,3.5,4585.9,,MASCULINO,DATA,ARGENTINA,,,90.0
7334,32.0,4.3,5211.6,,FEMENINO,DATA,BRAZIL,POST_GRADUATE,DEVELOPMENT,97.0
7680,43.0,2.8,,27.4,MASCULINO,MARKETING,ARGENTINA,POST_GRADUATE,DEVELOPMENT,93.0
7220,33.0,,4479.3,15.8,MASCULINO,MARKETING,,UNIVERSITARY,COMMERCIAL,86.0
2679,36.0,3.7,4737.2,18.4,MASCULINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,88.0
6209,,3.6,,19.2,MASCULINO,DATA,,UNIVERSITARY,ENGINEERING,88.0
2181,40.0,,4433.5,24.0,FEMENINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,MARKETING,103.0
6507,37.0,3.8,4746.6,19.9,FEMENINO,DATA,ARGENTINA,,COMMERCIAL,99.0
5029,33.0,2.5,2078.2,13.2,FEMENINO,DATA,,UNIVERSITARY,DEVELOPMENT,100.0
1408,43.0,4.2,4981.2,29.3,MASCULINO,,,UNIVERSITARY,DEVELOPMENT,97.0
3243,,3.8,4728.6,20.5,MASCULINO,DATA,BRAZIL,UNIVERSITARY,ENGINEERING,90.0
2168,30.0,3.5,4567.4,9.0,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,84.0
8671,33.0,3.3,4431.5,14.2,MASCULINO,DATA,ARGENTINA,UNIVERSITARY,DEVELOPMENT,86.0
5770,39.0,4.2,5009.6,22.5,FEMENINO,EJECUTIVO,ARGENTINA,UNIVERSITARY,ENGINEERING,99.0
4267,37.0,2.9,3610.4,21.0,FEMENINO,EJECUTIVO,MEXICO,UNIVERSITARY,ENGINEERING,99.0
421,28.0,,4640.5,6.2,MASCULINO,MARKETING,BRAZIL,POST_GRADUATE,ENGINEERING,86.0
898,30.0,,4236.6,11.2,MASCULINO,,BRAZIL,TERTIARY,ENGINEERING,87.0
5281,18.0,3.4,4582.8,0.4,MASCULINO,DATA,MEXICO,UNIVERSITARY,ENGINEERING,81.0
8278,34.0,3.9,4645.3,15.6,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
1,40.0,3.1,4160.4,25.2,FEMENINO,PROGRAMACION,,UNIVERSITARY,COMMERCIAL,102.0
1057,28.0,3.8,,,,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,83.0
302,31.0,3.6,,11.7,MASCULINO,DATA,ARGENTINA,,ENGINEERING,83.0
3143,32.0,4.1,,12.6,,EJECUTIVO,,POST_GRADUATE,COMMERCIAL,94.0
429,28.0,3.6,4554.9,6.2,MASCULINO,PROGRAMACION,MEXICO,UNIVERSITARY,ENGINEERING,83.0
2390,33.0,,4564.4,15.1,MASCULINO,,ARGENTINA,POST_GRADUATE,ENGINEERING,86.0
1684,38.0,3.2,4209.1,21.4,MASCULINO,DATA,BRAZIL,POST_GRADUATE,ENGINEERING,88.0
8340,38.0,3.6,,21.4,,EJECUTIVO,MEXICO,UNIVERSITARY,ENGINEERING,98.0
1020,29.0,,4653.4,6.8,MASCULINO,DATA,BRAZIL,POST_GRADUATE,COMMERCIAL,85.0
4811,42.0,2.6,2511.0,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,94.0
1223,39.0,2.5,,24.7,FEMENINO,PROGRAMACION,MEXICO,POST_GRADUATE,ENGINEERING,102.0
3703,33.0,,4701.6,,,PROGRAMACION,,UNIVERSITARY,ENGINEERING,86.0
7802,30.0,,4370.7,10.0,FEMENINO,DATA,BRAZIL,UNIVERSITARY,COMMERCIAL,96.0
3408,40.0,3.1,,,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,ENGINEERING,90.0
7943,,,4643.0,,MASCULINO,DATA,ARGENTINA,POST_GRADUATE,DEVELOPMENT,87.0
2094,,2.7,,7.7,MASCULINO,MARKETING,ARGENTINA,UNIVERSITARY,ENGINEERING,86.0
4297,36.0,2.8,3336.3,20.0,MASCULINO,,ARGENTINA,UNIVERSITARY,ENGINEERING,87.0
8307,39.0,3.9,4718.2,24.3,MASCULINO,PROGRAMACION,ARGENTINA,UNIVERSITARY,DEVELOPMENT,89.0
7207,34.0,,4609.4,16.6,FEMENINO,PROGRAMACION,BRAZIL,TERTIARY,DEVELOPMENT,101.0
140,36.0,3.3,4519.9,20.3,MASCULINO,DATA,MEXICO,TERTIARY,DEVELOPMENT,94.0
1613,48.0,3.9,,31.0,MASCULINO,DATA,,UNIVERSITARY,DEVELOPMENT,94.0
8921,31.0,,4181.3,11.4,FEMENINO,DATA,BRAZIL,,,97.0
2781,33.0,,4020.0,15.3,,DATA,,,ENGINEERING,96.0
4669,38.0,3.5,4637.5,21.6,MASCULINO,EJECUTIVO,,POST_GRADUATE,ENGINEERING,89.0
4766,38.0,3.5,4588.7,22.5,FEMENINO,PROGRAMACION,BRAZIL,UNIVERSITARY,DEVELOPMENT,100.0
4127,33.0,,3820.1,,MASCULINO,DATA,ARGENTINA,,,88.0
8781,31.0,3.4,4505.2,,MASCULINO,,MEXICO,UNIVERSITARY,ENGINEERING,86.0
2910,40.0,3.1,4162.2,,,EJECUTIVO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,104.0
5747,33.0,4.1,,,FEMENINO,PROGRAMACION,ARGENTINA,,DEVELOPMENT,96.0
7570,35.0,3.6,4694.2,18.9,MASCULINO,,MEXICO,TERTIARY,DEVELOPMENT,89.0
7055,39.0,3.1,4050.0,24.5,MASCULINO,PROGRAMACION,ARGENTINA,TERTIARY,ENGINEERING,95.0
5641,37.0,3.8,4586.5,,,PROGRAMACION,ARGENTINA,UNIVERSITARY,,86.0
7053,38.0,3.3,4433.9,,MASCULINO,PROGRAMACION,BRAZIL,POST_GRADUATE,DEVELOPMENT,91.0
2780,28.0,3.4,4471.3,7.1,MASCULINO,PROGRAMACION,,TERTIARY,COMMERCIAL,87.0
2310,35.0,4.0,,18.3,MASCULINO,DATA,BRAZIL,,ENGINEERING,85.0
7386,35.0,3.5,4602.1,16.4,FEMENINO,PROGRAMACION,BRAZIL,,COMMERCIAL,96.0
